0,ling4
抄寫員,caau1 se2 jyun4
折射,zit3 se6
折射率,zit3 se6 leot2
技工,gei6 gung1
技巧,gei6 haau2
技師,gei6 si1
投幣口,tau4 bai6 hau2
承建商,sing4 gin3 soeng1
把式,baa2 sik1
投彈手,tau4 daan2 sau2
投影,tau4 jing2
抗性,kong3 sing3
抗戰,kong3 zin3
把戲,baa2 hei3
折扇,zit3 sin3
扳手,baan2 sau2
扳手,baan1 sau2
扳手,paan1 sau2
扶手,fu4 sau2
抄手,caau1 sau2
把手,baa2 sau2
抓手,zaau2 sau2
投手,tau4 sau2
扶手電梯,fu4 sau2 din6 tai1
折扣,zit3 kau3
扭扭薯條,nau2 nau2 syu4 tiu2
抗抑鬱,kong3 jik1 wat1
抗抑鬱藥,kong3 jik1 wat1 joek6
扳指,paan1 zi2
扳指兒,paan1 zi2 ji4
抗捐,kong3 gyun1
把握,baa2 ak1
把握,baa2 aak1
抑揚,jik1 joeng4
找換店,zaau2 wun6 dim3
扶搖,fu4 jiu4
批文,pai1 man4
抗日神劇,kong3 jat6 san4 kek6
折服,zit3 fuk6
抄本,caau1 bun2
把柄,baa2 beng3
扶桑,fu4 song1
扶梯,fu4 tai1
扳機,baan2 gei1
扳機,baan1 gei1
扳機,paan1 gei1
抗毒素,kong3 duk6 sou3
抗氧化劑,kong3 joeng5 faa3 zai1
技法,gei6 faat3
把炮,baa2 paau3
抗生素,kong3 saang1 sou3
抗癌藥,kong3 ngaam4 joek6
批發商,pai1 faat3 soeng1
扮相,baan6 soeng3
批示,pai1 si6
投票權,tau4 piu3 kyun4
投票率,tau4 piu3 leot2
投票站,tau4 piu3 zaam6
投票箱,tau4 piu3 soeng1
投票者,tau4 piu3 ze2
折秤,zit3 cing3
抗組織胺,kong3 zou2 zik1 on1
折線,zit3 sin3
扯線公仔,ce2 sin3 gung1 zai2
折線圖,zit3 sin3 tou4
技能,gei6 nang4
折舊,zit3 gau6
抗菌素,kong3 kwan2 sou3
技藝,gei6 ngai6
扭蛋,nau2 daan2
𢪎蛋器,faak3 daan2 hei3
𢪎蛋器,faak6 daan2 hei3
扭蛋機,nau2 daan2 gei1
技術,gei6 seot6
技術人員,gei6 seot6 jan4 jyun4
技術分析,gei6 seot6 fan1 sik1
技術含量,gei6 seot6 ham4 loeng6
技術員,gei6 seot6 jyun4
技術官僚,gei6 seot6 gun1 liu4
技術性,gei6 seot6 sing3
技術支援,gei6 seot6 zi1 wun4
技術支援,gei6 seot6 zi1 jyun4
技術改造,gei6 seot6 goi2 zou6
技術移民,gei6 seot6 ji4 man4
扮裝皇后,baan3 zong1 wong4 hau6
批覆,pai1 fuk1
扭計骰,nau2 gai2 sik1
批註,pai1 zyu3
批評,pai1 ping4
批評家,pai1 ping4 gaa1
批語,pai1 jyu5
承諾,sing4 nok6
承諾書,sing4 nok6 syu1
抗議,kong3 ji5
抗議者,kong3 ji5 ze2
折讓,zit3 joeng6
投資,tau4 zi1
投資人,tau4 zi1 jan4
投資商,tau4 zi1 soeng1
投資回報率,tau4 zi1 wui4 bou3 leot2
投資家,tau4 zi1 gaa1
投資移民,tau4 zi1 ji4 man4
投資組合,tau4 zi1 zou2 hap6
投資者,tau4 zi1 ze2
投資銀行,tau4 zi1 ngan4 hong4
扶輪社,fu4 leon4 se5
承辦商,sing4 baan6 soeng1
抗辯,kong3 bin6
抗逆力,kong3 jik6 lik6
抄道,caau1 dou6
扳道員,paan1 dou6 jyun4
投遞員,tau4 dai6 jyun4
批量,pai1 loeng6
扯鈴,ce2 ling4
投降主義,tau4 hong4 zyu2 ji6
把頭,baa2 tau4
折頭,zit3 tau4
承題,sing4 tai4
扶風,fu4 fung1
抓飯,zaau2 faan6
抗體,kong3 tai2
批鬥座,pai1 dau3 zo6
抑鬱,jik1 wat1
抑鬱症,jik1 wat1 zing3
抦,bing2
抲,ho1
抴,jai6
抹,mut3
抹,mut6
押,aat3
押,aap3
抿,man5
抿,man4
拀,zuk1
拂,fat1
拇,mou5
拈,nim1
拈,nim4
拊,fu2
拍,paak3
拍,paak2
拐,gwaai2
拉丁人,laai1 ding1 jan4
拉丁化,laai1 ding1 faa3
拉丁字母,laai1 ding1 zi6 mou5
拉丁文,laai1 ding1 man2
拉丁文,laai1 ding1 man4
拉丁舞,laai1 ding1 mou5
拉丁語,laai1 ding1 jyu5
拉丁語系,laai1 ding1 jyu5 hai6
拍乸,paat1 naa2
拍乸,paat1 naa4
拙作,zyut3 zok3
招供,ziu1 gung1
抹刀,mut3 dou1
拉利,laai1 lei2
拉力,laai1 lik6
拉力彈簧,laai1 lik6 daan6 wong4
拉力賽,laai1 lik6 coi3
拖卡,to1 kaa1
拖友,to1 jau2
拗口令,aau3 hau2 ling6
拍品,paak3 ban2
拇囊炎,mou5 nong4 jim4
拂塵,fat1 can4
披士,pei1 si2
抹子,mut3 zi2
拍子,paak2 zi2
拍子,paak3 zi2
拐子,gwaai2 zi2
拐子佬,gwaai2 zi2 lou2
拐子婆,gwaai2 zi2 po2
拍子機,paak3 zi2 gei1
拖字訣,to1 zi6 kyut3
拍客,paak3 haak3
拆家,caak3 gaa1
拋射物,paau1 se6 mat6
拉尼娜,laai1 nei4 naa4
拉尼娜現象,laai1 nei4 naa4 jin6 zoeng6
抽屜,cau1 tai3
抽屜原理,cau1 tai3 jyun4 lei5
抹布,maat3 bou3
抹布,mut3 bou3
拖布,to1 bou3
拉布拉多犬,laai1 bou3 laai1 do1 hyun2
披帶,pei1 daai2
拖延症,to1 jin4 zing3
招式,ziu1 sik1
拋弓,paau1 gung1
拐彎,gwaai2 waan1
拘役,keoi1 jik6
招待,ziu1 doi6
招待員,ziu1 doi6 jyun4
招待所,ziu1 doi6 so2
招待會,ziu1 doi6 wui2
拘忌,keoi1 gei6
拆息,caak3 sik1
拉惹,laai1 je5
抽成,cau1 sing4
拉手,laai1 sau2
抹手布,maat3 sau2 bou3
抵抗,dai2 kong3
拉把,laai1 baa2
拖把,to1 baa2
抵抗力,dai2 kong3 lik6
拜拜,baai3 baai3
抵押品,dai2 aat3 ban2
抵押品,dai2 aap3 ban2
拖拉機,to1 laai1 gei1
拖拉機手,to1 laai1 gei1 sau2
拜拜肉,baai1 baai3 juk6
拇指,mou5 zi2
拇指大戰,mou5 zi2 daai6 zin3
拘捕令,keoi1 bou6 ling6
招提,ziu1 tai4
招搖,ziu1 jiu4
拓撲,tok3 pok3
拗撬,aau3 giu6
拓撲學,tok3 pok3 hok6
拓撲空間,tok3 pok3 hung1 gaan1
招數,ziu1 sou3
拖斗,to1 dau2
拉普山小種,laap6 pou2 saan1 siu2 zung2
拂曉,fat1 hiu2
拓本,taap3 bun2
拉杆,laai1 gon1
拐杖,gwaai2 zoeng2
抱枕,pou5 zam2
拍板,paak3 baan2
拖板,to1 baan2
抽查,cau1 caa4
拐棍,gwaai2 gwan3
拍檔,paak3 dong3
抹檯布,maat3 toi2 bou3
抹檯布,mut3 toi2 bou3
拉比,laai1 bei2
抽氣扇,cau1 hei3 sin3
抽水機,cau1 seoi2 gei1
抽水馬桶,cau1 seoi2 maa5 tung2
抽油,cau1 jau2
抽油煙機,cau1 jau4 jin1 gei1
拖油瓶,to1 jau4 peng2
拖油瓶,to1 jau4 peng5
拔海,bat6 hoi2
抽濕機,cau1 sap1 gei1
拔火罐,bat6 fo2 gun3
拔火罐兒,bat6 fo2 gun3 ji4
抹片,mut3 pin2
抹片,mut6 pin2
拓片,taap3 pin2
招牌,ziu1 paai4
招牌菜,ziu1 paai4 coi3
拜物教,baai3 mat6 gaau3
拋物線,paau1 mat6 sin3
拋物面,paau1 mat6 min2
拉特,laai1 dak6
拉環,laai1 waan4
拘留所,keoi1 lau4 so2
拆白黨,caak3 baak6 dong2
拉皮,laai1 pei4
拖磨,to1 mo4
拉祜,laai1 wu2
拉祜族,laai1 wu2 zuk6
押租,aat3 zou1
拋空,paau1 hung1
拍立得,paak3 laap6 dak1
拙筆,zyut3 bat1
拍節,paak3 zit3
拍節器,paak3 zit3 hei3
披索,pei1 sok3
招紙,ziu1 zi2
拍紙簿,paak3 zi2 bou2
拖網,to1 mong5
拖網漁船,to1 mong5 jyu4 syun4
拖羅,to1 lo4
招聘會,ziu1 ping3 wui2
拐肘,gwaai2 zau2
披肩,pei1 gin1
拖肥,to1 fei2
拖肥糖,to1 fei2 tong2
抹胸,mut3 hung1
抹胸,mut6 hung1
抽脂,cau1 zi1
拉脫維亞人,laai1 tyut3 wai4 aa3 jan4
抱腹,pou5 fuk1
拉臣,laai1 san2
拖船,to1 syun4
拉花,laai1 faa1
抹茶,mut3 caa4
拉茶,laai1 caa4
拙荊,zyut3 ging1
拓荒者,tok3 fong1 ze2
披莎,pei1 saa1
拔萃,bat6 seoi6
拙著,zyut3 zyu3
披著羊皮的狼,pei1 zoek6 joeng4 pei4 dik1 long4
拉薩犬,laai1 saat3 hyun2
拉薩話,laai1 saat3 waa2
拔蘭地,bat6 laan1 dei2
拐角,gwaai2 gok3
拙計,zyut3 gai3
抽象主義,cau1 zoeng6 zyu2 ji6
抽象代數,cau1 zoeng6 doi6 sou3
抽象化,cau1 zoeng6 faa3
抽象名詞,cau1 zoeng6 ming4 ci4
抽象思維,cau1 zoeng6 si1 wai4
抽象畫,cau1 zoeng6 waa2
抱負,pou5 fu6
招財貓,ziu1 coi4 maau1
招貼,ziu1 tip3
拖車,to1 ce1
抬轎佬,toi4 giu2 lou2
押金,aat3 gam1
拜金主義,baai3 gam1 zyu2 ji6
拉鋸戰,laai1 goe3 zin3
拉鋸戰,laai1 geoi3 zin3
拉鎖,laai1 so2
拉鏈,laai1 lin2
拉阿魯哇人,laa1 aa3 lou5 waa1 jan4
拉阿魯哇族,laai1 aa3 lou5 waa1 zuk6
拗陷,aau3 haam6
拒霜,keoi5 soeng1
拖鞋,to1 haai2
抬頭,toi4 tau4
押頭,aat3 tau4
拖頭,to1 tau2
披風,pei1 fung1
拌飯,bun6 faan6
抹香,mut3 hoeng1
抹香,mut6 hoeng1
抹香鯨,mut3 hoeng1 king4
抹香鯨,mut6 hoeng1 king4
抻麵,can2 min6
拉麵,laai1 min6
拌麵,bun6 min6
拐點,gwaai2 dim2
㧬,gung2
拮,gat1
拮,git3
拱,gung2
拲,gung2
拳,kyun4
拳,kyun2
拴,saan1
拴,cyun4
拶,zaat3
挆,do2
指,zi2
挈,kit3
挈,hit3
持不同政見者,ci4 bat1 tung4 zing3 gin3 ze2
持久性,ci4 gau2 sing3
持久戰,ci4 gau2 zin3
指事,zi2 si6
拳交,kyun4 gaau1
指令,zi2 ling6
持份者,ci4 fan6 ze2
持倉,ci4 cong1
拱券,gung2 hyun3
挎包,kwaa3 baau1
指北針,zi2 bak1 zam1
指南,zi2 naam4
指南針,zi2 naam4 zam1
指印,zi2 jan3
指向,zi2 hoeng3
拼圖,ping3 tou4
挖土機,waat3 tou2 gei1
指壓,zi2 aat3
挑夫,tiu1 fu1
指天椒,zi2 tin1 ziu1
拭子,sik1 zi2
拼字,ping3 zi6
持守,ci4 sau2
按察,on3 caat3
按察使,on3 caat3 si3
按察使司,on3 caat3 si3 si1
按察司,on3 caat3 si1
指導,zi2 dou6
指導員,zi2 dou6 jyun4
指小詞,zi2 siu2 ci4
指尖,zi2 zim1
拳師,kyun4 si1
拱廊,gung2 long4
指引,zi2 jan5
括弧,kut3 wu4
拱形,gung2 jing4
指徵,zi2 zing1
指意,zi2 ji3
挑戰,tiu1 zin3
挑戰性,tiu1 zin3 sing3
拳手,kyun4 sau2
拿手,naa4 sau2
拿手菜,naa4 sau2 coi3
按掣,on3 zai3
挖掘機,waat3 gwat6 gei1
指揮,zi2 fai1
指揮官,zi2 fai1 gun1
指揮家,zi2 fai1 gaa1
指揮所,zi2 fai1 so2
指揮棒,zi2 fai1 paang5
指揮者,zi2 fai1 ze2
指揮部,zi2 fai1 bou6
按摩師,on3 mo1 si1
按摩棒,on3 mo1 paang5
按摩椅,on3 mo1 ji2
按摩院,on3 mo1 jyun2
拿撒勒人,naa4 saat3 lak6 jan4
拿撒勒人,naa4 saat3 laak6 jan4
拳擊,kyun4 gik1
拳擊手,kyun4 gik1 sau2
指擬,zi2 ji5
指擬,zi2 ji3
指數,zi2 sou3
指數函數,zi2 sou3 haam4 sou3
挐更,naa1 gaang1
指望,zi2 mong6
指板,zi2 baan2
指標,zi2 biu1
指模,zi2 mou4
拱橋,gung2 kiu4
挖機,waat3 gei1
指檢,zi2 gim2
拳法,kyun4 faat3
指法,zi2 faat3
拼版,ping3 baan2
拾物,sap6 mat6
拳王,kyun4 wong4
指環,zi2 waan4
指甲,zi2 gaap3
指甲刀,zi2 gaap3 dou1
指甲剪,zi2 gaap3 zin2
指甲水,zi2 gaap3 seoi2
指甲油,zi2 gaap3 jau4
指甲花,zi2 gaap3 faa1
指甲蓋,zi2 gaap3 goi3
指甲鉗,zi2 gaap3 kim2
拼盤,ping3 pun2
拿督,naa4 duk1
指示,zi2 si6
指示代名詞,zi2 si6 doi6 ming4 ci4
指示代詞,zi2 si6 doi6 ci4
指示劑,zi2 si6 zai1
指示符,zi2 si6 fu4
持票人,ci4 piu3 jan4
括約肌,kut3 joek3 gei1
拷紗,haau2 saa1
指紋,zi2 man4
拿細耳人,naa4 sai3 ji5 jan4
拷綢,haau2 cau4
持續音,ci4 zuk6 jam1
挖耳,waat3 ji5
拳腳,kyun4 goek3
指腹,zi2 fuk1
括號,kut3 hou6
括號,kut3 hou2
拳術,kyun4 seot6
挐褦,naa1 nang3
按語,on3 jyu5
指證,zi2 zing3
按金,on3 gam1
指針,zi2 zam1
按鈕,on3 nau2
按鍵,on3 gin6
拱門,gung2 mun4
指關節,zi2 gwaan1 zit3
拾零,sap6 ling4
拼音,ping3 jam1
拼音,ping1 jam1
按音,on3 jam1
拾音器,sap6 jam1 hei3
拼音字母,ping3 jam1 zi6 mou5
拼音文字,ping3 jam1 man4 zi6
按章工作,on3 zoeng1 gung1 zok3
拱頂,gung2 deng2
拳頭,kyun4 tau4
指頭,zi2 tau4
指骨,zi2 gwat1
拾骨葬,sap6 gwat1 zong3
挫,co3
挺,ting5
挺,ting2
挾,hip6
挾,hip3
挾,haap6
挾,gaap3
捆,kwan2
捌,baat3
捍,hon6
捍,hon2
捍,hon5
捐,gyun1
捙,jai6
捠,bang1
𢬿,kaai3
𢬿,kaai5
捉伊人,zuk1 ji1 jan1
振假名,zan3 gaa2 ming4
挫傷,co3 soeng1
挽具,waan5 geoi6
振動,zan3 dung6
挪威語,no4 wai1 jyu5
振幅,zan3 fuk1
捕役,bou6 jik6
捕快,bou6 faai3
捕手,bou6 sau2
挫折,co3 zit3
挫敗,co3 baai6
挨晚,aai1 maan1
挨板子,ngaai4 baan2 zi2
捐款,gyun1 fun2
捐獻,gyun1 hin3
振盪器,zan3 dong6 hei3
捍禦,hon6 jyu6
捐稅,gyun1 seoi3
捏積,nip6 zik1
捏脊,nip6 zek3
捕蚊燈,bou6 man1 dang1
捕蠅紙,bou6 jing4 zi2
捕蠅草,bou6 jing4 cou2
捍衛者,hon5 wai6 ze2
捉迷藏,zuk1 mai4 cong4
捕鳥蛛,bou6 niu5 zyu1
捕鼠器,bou6 syu2 hei3
㧻,doek3
㨁,ci5
㨁,zi6
㨁,zik6
捪,man4
捬,fu2
据,geoi1
捲,gyun2
捲,gyun3
捷,zit6
捷,zit3
捸,teot1
捺,naat6
捻,nim2
捻,nim5
掃,sou3
掌,zoeng2
排,paai4
掔,haan1
掔,hin1
掕,ling4
掘,gwat6
掛,gwaa3
掛,kwaa3
探,taam3
探,taam1
掣,zai3
掣,cit3
掤,bing1
措,cou3
掫,zau1
掱,paa4
掌上,zoeng2 soeng6
掌上壓,zoeng2 soeng6 aat3
掌上電腦,zoeng2 soeng6 din6 nou5
排中律,paai4 zung1 leot6
排他性,paai4 taa1 sing3
控件,hung3 gin2
排位,paai4 wai2
採光,coi2 gwong1
捷克人,zit3 hak1 jan4
推免生,teoi1 min5 sang1
排列,paai4 lit6
控制塔,hung3 zai3 taap3
控制棒,hung3 zai3 paang5
控制臺,hung3 zai3 toi4
控制論,hung3 zai3 leon6
推力,teoi1 lik6
接力棒,zip3 lik6 paang5
接力賽,zip3 lik6 coi3
探勘,taam3 ham3
推動力,teoi1 dung6 lik6
掌勺,zoeng2 zoek3
排卵期,paai4 leon2 kei4
接受者,zip3 sau6 ze2
接受處,zip3 sau6 cyu3
接口,zip3 hau2
接合,zip3 hap6
掘土機,gwat6 tou2 gei1
推土機,teoi1 tou2 gei1
接地線,zip3 dei6 sin3
捷報,zit3 bou3
排場,paai4 coeng2
排場,paai4 coeng4
掘墓人,gwat6 mou6 jan4
掃墳節,sou3 fan4 zit3
排外主義,paai4 ngoi6 zyu2 ji6
掠奪者,loek6 dyut6 ze2
捻子,nin2 zi2
探子,taam3 zi2
推子,teoi1 zi2
掮客,kin4 haak3
捲尺,gyun2 cek3
排尾,paai4 mei5
排屋,paai4 uk1
推屎蟲,teoi1 si2 cung4
掃帚,sou3 zaau2
掃帚星,sou3 zaau2 sing1
掌廚,zoeng2 cyu4
控弦,hung3 jin4
掠影,loek6 jing2
排律,paai4 leot6
接待員,zip3 doi6 jyun4
接待室,zip3 doi6 sat1
接待處,zip3 doi6 cyu3
捷徑,zit6 ging3
掌心,zoeng2 sam1
捲心菜,gyun2 sam1 coi3
掌心雷,zoeng2 sam1 leoi4
探戈,taam3 gwo1
探戈舞,taam3 gwo1 mou5
接手,zip3 sau2
推手,teoi1 sau2
掙扎,zang1 zaat3
掃把,sou3 baa2
掃把佬,sou3 baa2 lou2
掃把星,sou3 baa2 sing1
推拉,teoi1 laai1
掃描儀,sou3 miu4 ji4
掃描器,sou3 miu4 hei3
接收器,zip3 sau1 hei3
排放權,paai4 fong3 kyun4
掌故,zoeng2 gu3
推文,teoi1 man4
掛斗,gwaa3 dau2
控方,hung3 fong1
措施,cou3 si1
掃星,sou3 sing1
推普機,teoi1 pou2 gei1
掛曆,gwaa3 lik6
掉期,diu6 kei4
探查術,taam3 caa4 seot6
排槍,paai4 coeng1
控槍,hung3 coeng1
掌櫃,zoeng2 gwai2
排比,paai4 bei2
掛毯,gwaa3 taam2
排氣管,paai4 hei3 gun2
排水溝,paai4 seoi2 kau1
排水管,paai4 seoi2 gun2
捷泳,zit3 wing6
排泄物,paai4 sit3 mat6
排泄系統,paai4 sit3 hai6 tung2
探海,taam3 hoi2
探測,taam3 caak1
推測,teoi1 cak1
探測器,taam3 caak1 hei3
探測器,taam3 cak1 hei3
排灣人,paai4 waan1 jan4
掌灶,zoeng2 zou3
捲煙,gyun2 jin1
探熱器,taam3 jit6 hei3
探熱針,taam3 jit6 zam1
接班人,zip3 baan1 jan4
排球,paai4 kau4
排球場,paai4 kau4 coeng4
接生員,zip3 saang1 jyun4
接生婆,zip3 saang1 po2
採石場,coi2 sek6 coeng4
排笛,paai4 dek6
捲筒,gyun2 tung2
排筆,paai4 bat1
排筏,paai4 fat6
捲筆刀,gyun2 bat1 dou1
掌管,zoeng2 gun2
排簫,paai4 siu1
接線,zip3 sin3
接線員,zip3 sin3 jyun4
接線板,zip3 sin3 baan2
接縫,zip3 fung4
控罪書,hung3 zeoi6 syu1
掌聲,zoeng2 sing1
掌聲,zoeng2 seng1
捲腹,gyun2 fuk1
捲舌音,gyun2 sit3 jam1
捲舌音,gyun2 sit6 jam1
掌舵,zoeng2 to4
探花,taam3 faa1
掩蔽,jim2 bai3
推薦信,teoi1 zin3 seon3
推薦書,teoi1 zin3 syu1
排號,paai4 hou6
掛號信,gwaa3 hou6 seon3
排行,paai4 hang4
排行榜,paai4 hang4 bong2
接診室,zip3 can2 sat1
推論,teoi1 leon6
掩護,jim2 wu6
採購,coi2 kau3
採購,coi2 gau3
採購員,coi2 kau3 jyun4
採購員,coi2 gau3 jyun4
掛車,gwaa3 ce1
推車,teoi1 ce1
措辭,cou3 ci4
推送,teoi1 sung3
接送區,zip3 sung3 keoi1
推進器,teoi1 zeon3 hei3
捷運,zit3 wan6
探針,taam3 zam1
掛鉤,gwaa3 ngau1
推銷員,teoi1 siu1 jyun4
排錯,paai4 co3
掛錶,gwaa3 biu1
掛鎖,gwaa3 so2
掛鐘,gwaa3 zung1
排長,paai4 zoeng2
掌門,zoeng2 mun4
掌門人,zoeng2 mun4 jan4
捲閘,gyun2 zaap6
掃雷,sou3 leoi4
掃雷艦,sou3 leoi4 laam6
排頭,paai4 tau4
探頭,taam3 tau4
接頭,zip3 tau4
排頭兵,paai4 tau4 bing1
掘頭巷,gwat6 tau4 hong2
掘頭路,gwat6 tau4 lou6
排風扇,paai4 fung1 sin3
掠食者,loek6 sik6 ze2
掌骨,zoeng2 gwat1
排骨,paai4 gwat1
排骨仔,paai4 gwat1 zai2
接骨木,zip3 gwat1 muk6
排骨精,paai4 gwat1 zing1
接骨草,zip3 gwat1 cou2
掩體,jim2 tai2
捲髮,gyun2 faat3
掛麵,gwaa3 min6
排鼓,paai4 gu2
提,tai4
插,caap3
揕,zam3
搜,sau1
搜,sau2
𢯱,sau2
援交,wun4 gaau1
插件,caap3 gin2
插件,caap3 gin6
提供商,tai4 gung1 soeng1
提供者,tai4 gung1 ze2
插值,caap3 zik6
插入語,caap3 jap6 jyu5
援兵,wun4 bing1
握力,aak1 lik6
援助,jyun4 zo6
援助,wun4 zo6
援助交際,wun4 zo6 gaau1 zai3
提包,tai4 baau1
插口,caap3 hau2
揞口費,am2 hau2 fai3
提問,tai4 man6
提單,tai4 daan1
換喻,wun6 jyu6
插圖,caap3 tou4
描圖紙,miu4 tou4 zi2
換妻,wun6 cai1
提子,tai4 zi2
提子乾,tai4 zi2 gon1
揚子鱷,joeng4 zi2 ngok6
插孔,caap3 hung2
描寫,miu4 se2
搜尋器,sau2 cam4 hei3
搜尋引擎,sau2 cam4 jan5 king4
搜尋引擎,sau1 cam4 jan5 king4
揭尾故,kit3 mei5 gu2
揚州炒飯,joeng4 zau1 caau2 faan6
插床,caap3 cong4
揭底牌,kit3 dai2 paai2
插座,caap3 zo2
插座,caap3 zo6
揸弗人,zaa1 fit1 jan4
提成,tai4 sing4
插戴,caap3 daai3
提手,tai4 sau2
插手,caap3 sau2
援手,wun4 sau2
援手,jyun4 sau2
握手位,aak1 sau2 wai2
提手旁,tai4 sau2 pong4
揸拿,zaa1 naa4
揮春,fai1 ceon1
插曲,caap3 kuk1
搜查證,sau2 caa4 zing3
搜查證,sau1 caa4 zing3
提案,tai4 on3
提樑,tai4 loeng4
提款,tai4 fun2
提款卡,tai4 fun2 kaat1
提款機,tai4 fun2 gei1
提法,tai4 faat3
提燈,tai4 dang1
提琴,tai4 kam4
揚琴,joeng4 kam4
插畫,caap3 waa2
揮發性,fai1 faat3 sing3
提督,tai4 duk1
提睪肌,tai4 gou1 gei1
提示,tai4 si6
揭示板,kit3 si6 baan2
提箱,tai4 soeng1
提籃,tai4 laam4
描紅簿,miu4 hung4 bou6
搜索引擎,sau2 sok3 jan5 king4
搜索引擎,sau2 saak3 jan5 king4
搜索引擎,sau1 saak3 jan5 king4
提綱,tai4 gong1
提線木偶,tai4 sin3 muk6 ngau5
插線板,caap3 sin3 baan2
揚聲器,joeng4 sing1 hei3
插腳,caap3 goek3
插花,caap3 faa1
插蘇,caap3 sou1
插蘇頭,caap3 sou1 tau2
換衫房,wun6 saam1 fong2
提要,tai4 jiu3
提詞,tai4 ci4
插話,caap3 waa6
提議,tai4 ji5
提貨單,tai4 fo3 daan1
援軍,wun4 gwan1
插銷,caap3 siu1
插頁,caap3 jip6
插頭,caap3 tau2
插頭,caap3 tau4
揈頭丸,fing6 tau4 jyun2
提高班,tai4 gou1 baan1
揦鮓麵,laa5 zaa2 min6
損,syun2
搑,jung4
搨,daap3
搞作,gaau2 zok3
損傷,syun2 soeng1
搶劫犯,coeng2 gip3 faan2
損友,syun2 jau5
損失,syun2 sat1
搶婚,coeng2 fan1
搋子,caai1 zi2
搲子,waa2 zi2
搭客,daap3 haak3
搌布,zin2 bou3
搖手,jiu4 sau2
搓手液,co1 sau2 jik6
搶手貨,coeng2 sau2 fo3
搭扣,daap3 kau3
搖搖,jiu4 jiu4
搖搖板,jiu4 jiu4 baan2
搖擺州,jiu4 baai2 zau1
搖擺舞,jiu4 baai2 mou5
搶救室,coeng2 gau3 sat1
搣時,mit1 si4
搓板,co1 baan2
搖桿,jiu4 gon1
搖椅,jiu4 ji2
搭檔,daap3 dong3
搖滾,jiu4 gwan2
搖滾樂,jiu4 gwan2 ngok6
搪瓷,tong4 ci4
損益,syun2 jik1
搖籃,jiu4 laam2
搖籃,jiu4 laam4
搖籃曲,jiu4 laam4 kuk1
損耗,syun2 hou3
搖蚊,jiu4 man1
搗蛋鬼,dou2 daan2 gwai2
搓衣板,co1 ji1 baan2
搬運工,bun1 wan6 gung1
搭配,daap3 pui3
搖鈴,jiu4 ling4
搖錢樹,jiu4 cin4 syu6
搭霎,daap3 saap3
搔頭,sou1 tau4
搞頭,gaau2 tau4
搖頭丸,jiu4 tau4 jyun2
搖馬,jiu4 maa5
搖鼓,jiu4 gu2
搬龍門,bun1 lung4 mun4
摞,lo3
摞,lo4
摩,mo1
摩,mo4
摯,zi3
摰,jit6
摺,zip3
摺,zaap3
摻,caam1
撇,pit3
摺凳,zip3 dang3
撇削又,pit3 soek3 jau6
摩卡,mo1 kaa1
摯友,zi3 jau5
摩哆,mo3 do1
摩囉差,mo1 lo1 caa1
摩天大廈,mo1 tin1 daai6 haa6
摩天大樓,mo1 tin1 daai6 lau4
摩天樓,mo1 tin1 lau2
摩天輪,mo1 tin1 leon4
摹寫,mou4 se2
摩度,mo1 dou4
摩度,mo1 dou6
摘引,zaak6 jan5
摯愛,zi3 oi3
摩打,mo1 daa2
摩托,mo1 tok3
摩托船,mo1 tok3 syun4
摩托車,mo1 tok3 ce1
摘抄,zaak6 caau1
摩擦,mo1 caat3
摩擦係數,mo1 caat3 hai6 sou3
摩擦力,mo1 caat3 lik6
摩擦音,mo1 caat3 jam1
撇旁又,pit3 pong4 jau6
摹本,mou4 bun2
摩爾人,mo1 ji5 jan4
摩爾多瓦人,mo1 ji5 do1 ngaa5 jan4
摩爾質量,mo1 ji5 zat1 loeng6
摺痕,zip3 han2
摩登,mo1 dang1
摩登瓜子,mo1 dang1 gwaa1 zi2
摩的,mo1 dik1
摺紙,zip3 zi2
摩絲,mo1 si1
摘編,zaak6 pin1
摩羅,mo1 lo4
摩羯,mo1 kit3
摘要,zaak6 jiu3
摔角,seot1 gok3
摘記,zaak6 gei3
摩訶薩埵,mo1 ho1 saat3 do2
摸貨,mo1 fo3
摔跤,seot1 gaau1
摘錄,zaak6 luk6
撇點,pit3 dim2
摖,cai3
撋,jyun4
撋,no4
撋,jeon6
撗,gwong3
撗,gong3
撚,nan2
撚,nin2
撚,nin5
撣,daan6
撥,but6
撥,but3
撥,put3
撰,zaan6
撰,zaan3
撈丁,lou1 ding1
撈仔,laau1 zai2
撒但教,saat3 daan6 gaau3
撈佬,laau1 lou2
撲克,pok3 hak1
撲克牌,pok3 hak1 paai2
撲克臉,pok3 hak1 lim5
撒克遜人,saat3 hak1 seon3 jan4
撮口呼,cyut3 hau2 fu1
撒奇萊雅人,saat3 kei4 loi4 ngaa5 jan4
撒奇萊雅族,saat3 kei4 loi4 ngaa5 zuk6
撈妹,laau1 mui1
撣子,daan6 zi2
撥子,but6 zi2
播客,bo3 haak3
撈家,lou1 gaa1
撐屎艇,caang1 si2 teng5
撫恤金,fu2 seot1 gam1
撫慰金,fu2 wai3 gam1
撒拉弗,saat3 laai1 fat1
撒拉族,saat3 laai1 zuk6
播放列表,bo3 fong3 lit6 biu2
播放器,bo3 fong3 hei3
播放機,bo3 fong3 gei1
撒旦教,saat3 daan3 gaau3
撲朔,pok3 sok3
